player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jalen Alexander,97361,CB,DUKE,9,0,16.8,47.4,92.1,7.4,3.5,1,0,1,5.3,154,41.4,51.7,85.4,55.5,73.2,71.2,2,50,12.5,1,0,1,80.7,9,70,76,2,7,19,2,199,61,3.0,22.1
Christian Roland-Wallace,97374,CB,ARIZONA,12,1,16.0,60.6,100.0,16.3,9.9,1,2,4,12.1,109,75.2,73.7,47.8,,65.1,77.2,1,53,4.8,1,3,2,125.1,20,338,338,5,19,33,4,361,132,1.1,18.1
Keontra Smith,97375,S,MIAMI FL,1,0,,,100.0,,,0,0,0,,220,62.8,65.0,70.8,,61.3,74.3,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Woodi Washington,97379,CB,OKLAHOMA,4,0,12.8,100.0,100.0,7.7,7.7,0,0,0,0.0,261,60.2,58.6,80.8,,52.9,68.6,0,42,0.0,0,0,0,158.3,6,49,49,1,9,6,1,101,24,2.2,16.8
Jarius Reimonenq,97383,CB,ARK STATE,11,4,12.5,73.5,98.3,8.8,6.4,1,0,4,11.8,113,59.9,67.0,85.9,57.5,85.1,58.8,1,44,19.2,5,4,3,105.6,25,236,240,7,17,34,1,365,108,1.7,14.6
Kirk Lockhart,97388,S,RICE,7,0,10.7,66.7,100.0,7.3,4.8,0,0,1,16.7,275,69.1,67.0,77.8,,60.3,51.0,0,20,33.3,1,1,0,136.8,4,30,30,2,2,6,1,57,16,2.0,14.3
Khambrail Winters,97428,CB,TEXAS ST,12,2,9.9,70.9,99.4,8.5,6.0,0,0,5,9.1,314,64.7,65.3,52.6,54.7,68.3,90.8,0,45,2.7,1,5,3,116.5,39,346,348,12,34,55,4,410,125,1.2,10.5
Trevon Booker,97468,CB,MIAMI OH,2,0,9.0,100.0,100.0,3.5,3.5,0,0,0,0.0,221,63.7,64.4,72.0,,61.0,76.6,0,17,0.0,0,0,0,108.3,2,7,7,1,2,2,0,20,2,2.9,10.0
Nicktroy Fortune,97469,CB,W VIRGINIA,11,2,14.5,54.2,100.0,10.8,5.8,0,0,4,16.7,343,60.4,63.2,83.5,,71.7,79.8,0,37,0.0,0,3,1,110.8,13,145,145,2,10,24,2,206,21,1.5,15.8
Keonte Glinton,97470,CB,WYOMING,1,0,,,100.0,,,0,0,0,,351,63.4,64.0,69.5,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Kerry Martin Jr.,97473,S,W VIRGINIA,12,2,11.8,50.0,99.3,31.3,15.7,0,0,5,27.8,343,74.1,70.6,85.5,52.6,63.6,70.0,0,26,5.6,1,3,1,102.3,9,294,296,4,15,18,2,93,37,0.3,10.3
CJ Johnson,97474,CB,LA TECH,2,0,28.0,100.0,100.0,10.0,10.0,0,0,0,0.0,208,45.1,44.9,72.0,,60.0,74.2,0,74,0.0,0,0,0,158.3,1,10,10,0,1,1,1,74,46,7.4,74.0
Cameron Williams,97475,S,WASHINGTON,13,1,11.6,61.5,95.7,42.0,25.8,1,0,0,0.0,340,80.8,73.6,45.6,50.0,61.4,46.8,3,22,29.2,7,0,3,39.1,8,353,369,3,16,13,0,79,18,0.2,9.9
Kieran Clark,97480,CB,NEVADA,1,0,14.3,66.7,100.0,7.0,4.7,0,0,0,0.0,239,50.2,48.4,76.0,,50.1,73.5,0,15,0.0,0,0,0,88.2,2,14,14,0,1,3,0,22,8,1.6,11.0
Chace Cromartie,97481,S,SMU,11,1,12.2,68.4,99.1,15.7,10.7,0,1,2,10.5,287,61.5,60.7,84.7,56.1,57.2,58.0,0,50,20.0,3,2,0,145.6,13,214,216,2,11,19,6,214,76,1.0,16.5
Myles Bell,97485,CB,UCONN,9,0,11.9,69.6,100.0,11.9,8.3,0,0,1,4.3,146,59.0,60.5,83.7,,65.8,69.8,0,58,5.9,1,1,0,149.3,16,201,201,3,16,23,4,274,100,1.4,17.1
Jarrian Jones,97486,CB,MISS STATE,11,0,14.8,46.2,98.5,21.0,9.7,0,0,2,15.4,227,62.2,60.6,82.4,59.0,50.9,40.9,0,30,30.0,3,1,0,93.1,6,133,135,0,7,13,1,84,39,0.7,14.0
Michael Washington,97487,CB,HAWAII,2,0,11.5,100.0,100.0,15.5,15.5,0,0,0,0.0,180,61.8,61.0,76.4,,57.2,53.2,0,17,0.0,0,0,0,118.8,2,32,32,0,1,2,0,28,5,0.9,14.0
Donald Clay,97488,S,SMU,2,0,-1.0,100.0,100.0,16.0,16.0,0,0,0,0.0,287,72.0,71.4,74.8,,60.0,76.2,0,5,0.0,0,0,0,87.5,1,16,16,1,1,1,0,5,6,0.3,5.0
Devin Bush,97493,CB,ARKANSAS,1,0,,,100.0,,,0,0,0,,111,63.0,64.2,69.6,,60.0,,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Kenneth Logan Jr.,97494,S,KANSAS,4,1,30.0,100.0,100.0,7.5,7.5,0,0,0,0.0,198,44.1,46.9,76.7,,54.1,55.1,0,43,0.0,0,0,0,158.3,2,18,18,0,3,2,1,75,15,5.0,37.5
Dean Clark,97495,S,KENT STATE,9,0,5.0,66.7,97.3,16.5,11.0,0,0,0,0.0,201,47.4,55.2,78.9,60.0,67.5,64.9,0,14,50.0,1,0,0,85.4,2,36,37,0,1,3,0,20,15,0.6,10.0
Tyler Judson,97496,S,TULANE,2,0,0.0,0.0,100.0,,11.0,0,0,1,100.0,319,79.9,78.6,75.1,,68.7,79.4,0,,,0,1,0,39.6,0,12,12,0,0,1,0,0,0,0.0,
Christian Williams,97498,CB,MIAMI FL,2,1,14.0,50.0,100.0,6.0,3.0,0,0,1,50.0,220,66.8,68.5,74.5,,64.6,28.3,0,11,50.0,1,1,0,66.7,1,6,6,0,0,2,0,11,7,1.8,11.0
Khalid Martin,97503,S,NC STATE,2,0,0.0,100.0,94.9,18.0,18.0,0,0,0,0.0,248,58.5,56.7,78.3,57.2,54.5,29.4,0,9,33.3,1,0,0,102.1,2,37,39,0,2,2,0,17,17,0.5,8.5
Jaden Voisin,97506,CB,S ALABAMA,2,0,10.0,100.0,100.0,8.0,8.0,0,0,0,0.0,288,50.8,57.4,75.8,,70.6,,0,40,,0,0,0,118.8,1,8,8,0,0,1,0,40,30,5.0,40.0
Damon Miller,97507,S,UAB,2,0,,,100.0,,,0,0,0,,321,64.9,64.6,70.6,,,74.3,0,,0.0,0,0,0,0.0,0,5,5,0,1,0,0,0,0,0.0,
Josh DeBerry,97508,CB,BOSTON COL,5,2,7.3,53.3,96.5,10.1,5.4,0,0,4,26.7,121,69.2,67.7,82.1,65.0,53.6,84.0,0,35,0.0,0,4,0,76.5,8,83,86,1,4,15,0,108,93,1.3,13.5
Damien Miller,97509,CB,UAB,3,0,20.7,33.3,100.0,15.0,5.0,0,0,0,0.0,321,61.4,64.6,73.7,,69.5,78.5,0,25,0.0,0,0,0,64.6,1,15,15,0,2,3,0,25,4,1.7,25.0
Willie Harts,97513,S,ARIZONA ST,10,1,6.4,63.6,100.0,19.6,12.5,0,0,1,9.1,110,65.6,63.7,10.1,,61.1,64.0,1,49,22.2,2,1,1,52.5,7,142,142,2,6,11,0,93,45,0.7,13.3
Nick Cross,97514,S,MARYLAND,11,2,10.0,59.1,99.6,19.7,11.6,0,0,4,18.2,215,79.8,81.4,86.9,59.8,81.6,74.0,2,55,25.0,4,4,0,93.0,13,267,268,0,10,22,3,211,99,0.8,16.2
Marvae Myers,97517,CB,MIDDLE TN,2,0,18.2,60.0,97.3,11.7,7.0,0,0,0,0.0,224,58.5,59.9,77.4,60.0,65.4,80.5,0,48,0.0,0,0,0,104.2,3,36,37,1,4,5,0,86,10,2.5,28.7
Dax Hill,97519,S,MICHIGAN,11,1,7.6,77.3,100.0,10.5,8.1,0,0,3,13.6,222,73.3,71.6,85.2,,60.6,64.3,1,85,13.6,3,3,1,105.9,17,191,191,6,18,22,1,228,103,1.3,13.4
Justin Clark,97522,CB,N ILLINOIS,1,0,10.0,100.0,100.0,2.0,2.0,0,0,0,0.0,254,52.2,50.0,65.6,,,74.2,0,13,0.0,0,0,0,118.8,1,2,2,0,1,1,0,13,3,6.5,13.0
Drake Thomas,97525,LB,NC STATE,12,1,3.5,100.0,72.0,10.0,10.0,0,1,1,8.3,248,63.1,64.7,79.1,57.8,66.1,65.2,1,22,28.6,2,1,0,97.6,12,121,168,6,4,12,1,109,67,0.9,9.1
Thomas Joe-Kamara,97527,LB,TEMPLE,1,0,,,100.0,,,0,0,0,,306,60.0,69.1,72.9,,67.7,72.2,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jalen Williams,97529,S,BOSTON COL,1,0,,,100.0,,,0,0,0,,121,60.0,63.7,70.4,,62.6,74.3,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Romel Goston,97533,CB,N ILLINOIS,1,0,,,66.7,,,0,0,0,,254,61.5,62.7,69.4,60.0,60.0,,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Khiry Morrison,97536,S,LA TECH,2,0,,,100.0,,,0,0,0,,208,49.2,51.3,74.0,,60.0,,0,,,0,0,0,0.0,0,17,17,0,0,0,0,0,0,0.0,
Quincy Riley,97539,CB,MIDDLE TN,3,0,16.0,33.3,100.0,22.0,7.3,0,0,0,0.0,224,53.5,58.3,79.0,,74.2,33.9,0,12,100.0,2,0,0,44.4,2,49,49,0,0,6,0,21,3,0.5,10.5
Jordan Veneziale,97542,LB,GA STATE,6,1,3.5,100.0,93.5,10.5,10.5,0,0,0,0.0,175,60.5,53.2,79.9,77.1,45.0,70.0,0,16,0.0,0,0,0,112.5,4,43,46,1,4,4,0,44,30,1.0,11.0
Jett Elad,97543,CB,OHIO,1,0,,,100.0,,,0,0,0,,259,60.0,49.6,70.3,,58.6,22.2,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jayden Jernigan,97544,DI,OKLA STATE,13,1,,,1.4,,,0,0,0,,262,61.8,60.3,57.0,55.4,64.9,69.5,0,,0.0,0,0,2,0.0,0,3,221,4,3,0,0,0,0,0.0,
Mark Perry,97556,CB,COLORADO,8,1,7.1,65.0,84.9,10.2,6.6,0,0,1,5.0,143,53.5,60.1,85.4,70.7,78.2,53.4,0,39,35.7,5,1,0,105.0,13,135,159,2,8,20,1,154,93,1.2,11.8
Tyrique Stevenson,97562,CB,GEORGIA,12,1,10.4,56.0,90.3,11.0,6.2,0,0,5,20.0,173,67.3,69.9,82.2,71.9,75.2,44.8,0,21,31.3,5,3,1,66.4,14,159,176,6,10,25,0,106,51,0.7,7.6
Elijah Chatman,97568,DI,SMU,8,0,,,2.6,,,0,0,0,,287,60.3,73.2,7.5,66.8,76.9,46.2,0,,0.0,0,0,1,0.0,0,1,39,3,2,0,0,0,0,0.0,
Kevin Anderson,97595,S,TEXAS ST,6,1,13.8,75.0,97.5,12.0,9.0,0,0,0,0.0,314,58.2,66.9,78.5,59.6,78.5,74.0,0,28,0.0,0,0,0,146.9,3,39,40,1,3,4,1,41,4,1.1,13.7
Trejan Bridges,97600,WR,OKLAHOMA,1,1,10.0,0.0,100.0,,8.0,0,0,0,0.0,261,44.8,41.4,0.0,,64.2,76.0,0,,0.0,0,0,3,39.6,0,9,9,0,0,1,0,0,0,0.0,
Tyler Davis,97610,DI,CLEMSON,15,0,,,1.3,,,0,0,0,,140,63.4,79.6,87.5,72.7,78.9,78.7,0,,20.0,1,0,0,0.0,0,4,318,9,4,0,0,0,0,0.0,
DeJordan Mask,97611,S,TEXAS ST,2,0,,,100.0,,,0,0,0,,314,63.7,64.7,71.2,,61.9,74.8,0,,0.0,0,0,0,0.0,0,6,6,0,1,0,0,0,0,0.0,
Ahdarrious Gee,97615,LB,TROY,1,1,22.0,100.0,83.3,5.0,5.0,0,0,0,0.0,318,44.3,38.3,67.0,59.5,,74.3,0,32,0.0,0,0,0,158.3,1,5,6,0,0,1,1,32,10,6.4,32.0
Sheridan Jones,97633,CB,CLEMSON,10,0,14.8,33.3,100.0,18.3,6.1,0,0,1,11.1,140,62.0,66.1,80.2,,76.2,81.2,0,63,0.0,0,0,0,103.5,3,55,55,1,3,9,1,79,56,1.4,26.3
Quavaris Crouch,97635,ED,TENNESSEE,13,4,4.8,75.0,39.5,9.7,7.3,0,0,1,12.5,307,51.0,57.3,86.7,63.6,56.0,57.7,0,14,33.3,3,1,0,89.1,6,60,152,2,2,8,0,47,35,0.8,7.8
Josh Wallace,97676,CB,UMASS,12,1,15.3,68.0,96.2,11.5,7.8,2,0,2,8.0,216,64.5,65.1,5.6,52.8,74.1,65.4,1,60,11.8,2,0,3,132.7,17,201,209,1,14,25,3,306,112,1.6,18.0
Brandon Joseph,97680,S,NWESTERN,1,0,,,100.0,,,0,0,0,,256,64.7,61.8,69.8,,57.4,49.1,0,,0.0,0,0,0,0.0,0,3,3,1,1,0,0,0,0,0.0,
Ryan Melton,97682,CB,S ALABAMA,3,1,14.0,100.0,100.0,4.3,4.3,0,0,0,0.0,288,47.1,52.1,75.9,,67.6,83.0,0,23,0.0,0,0,0,158.3,3,15,15,0,3,3,1,38,1,2.9,12.7
Alex Austin,97683,CB,OREGON ST,3,0,12.9,57.1,100.0,9.8,5.6,0,0,1,14.3,265,66.4,61.8,78.3,,43.6,32.3,0,21,16.7,1,0,0,80.1,4,43,43,0,5,7,0,51,26,1.3,12.8
Trey Rucker,97684,S,WAKE,13,7,14.1,73.7,97.7,20.9,15.4,0,0,1,5.3,339,63.8,53.3,41.4,45.2,36.3,45.7,1,64,17.6,6,0,1,133.2,14,303,310,3,21,19,5,259,101,0.9,18.5
Mehki Miller,97686,S,MIAMI OH,1,0,10.0,0.0,100.0,,9.0,0,0,1,100.0,221,82.7,79.0,75.3,,64.1,74.3,0,,,0,1,0,39.6,0,9,9,0,0,1,0,0,0,0.0,
Brentt Cunningham,97687,CB,S ALABAMA,1,0,4.0,100.0,100.0,2.0,2.0,0,0,0,0.0,288,63.1,64.3,69.5,,60.0,74.8,0,4,0.0,0,0,0,83.3,1,2,2,1,1,1,0,4,0,2.0,4.0
Clayton Bush,97688,S,W KENTUCKY,2,0,-3.0,100.0,100.0,8.0,8.0,0,0,0,0.0,346,64.2,65.2,93.3,,60.0,,0,2,,0,0,0,79.2,1,8,8,0,0,1,0,2,5,0.3,2.0
Eli Neal,97693,LB,MARSHALL,3,0,4.5,100.0,87.5,10.5,10.5,0,0,0,0.0,214,58.4,63.3,71.7,55.7,68.0,59.2,0,9,50.0,1,0,0,97.9,2,21,24,0,1,2,0,15,6,0.7,7.5
Dorian Williams,97694,LB,TULANE,5,0,,,86.2,,,0,0,0,,319,56.9,59.1,78.7,64.0,59.5,43.0,0,,100.0,1,0,0,0.0,0,25,29,0,0,0,0,0,0,0.0,
Bobby Wolfe,97695,CB,ARIZONA,8,0,15.0,66.7,98.7,9.4,6.3,0,0,2,16.7,109,58.6,61.0,79.7,60.0,70.6,63.8,0,56,20.0,1,2,1,109.7,8,78,79,1,4,12,0,169,62,2.3,21.1
Deland McCullough II,97696,CB,MIAMI OH,1,0,8.5,100.0,100.0,2.0,2.0,0,0,0,0.0,221,38.0,41.5,70.3,,64.1,76.6,0,16,0.0,0,0,0,158.3,2,4,4,0,1,2,1,27,10,6.8,13.5
Akeem Dent,97700,S,FLORIDA ST,13,2,14.4,45.5,97.5,19.9,9.1,0,3,6,18.2,167,61.9,58.0,88.0,51.3,46.6,60.6,0,36,13.6,3,5,1,75.4,15,318,326,4,17,33,1,201,76,0.7,13.4
M.J. Griffin,97703,S,TEMPLE,2,1,,,100.0,,,0,0,0,,306,64.4,65.9,70.4,,63.5,78.7,0,,0.0,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Matt Salopek,97704,S,MIAMI OH,3,0,,,100.0,,,0,0,0,,221,63.2,66.6,76.0,,68.0,70.1,0,,,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,
Storm Duck,97705,CB,N CAROLINA,13,0,13.2,53.2,95.6,10.7,5.7,0,0,8,17.0,245,81.3,78.7,84.5,57.3,65.0,48.7,2,39,11.5,3,5,1,69.0,25,280,293,6,23,47,2,295,60,1.1,11.8
KJ Johnson II,97707,S,COAST CAR,8,2,7.6,66.7,98.3,18.5,12.3,0,0,0,0.0,141,51.9,49.8,83.1,54.7,47.7,81.6,0,17,10.0,1,0,1,124.8,6,119,121,1,7,9,1,65,43,0.6,10.8
Rich Miller,97709,LB,BUFFALO,2,0,3.5,100.0,100.0,3.5,3.5,0,0,0,0.0,126,51.5,52.4,72.0,,57.1,76.5,0,9,,0,0,0,97.9,2,8,8,0,0,2,0,15,8,2.1,7.5
Tiger Peterson,97711,S,HAWAII,1,0,,,100.0,,,0,0,0,,180,65.9,57.4,71.6,,54.7,28.7,0,,0.0,0,0,0,0.0,0,9,9,0,1,0,0,0,0,0.0,
Joe Smith,97716,LB,TOLEDO,1,0,,,100.0,,,0,0,0,,316,60.0,45.2,71.1,,44.7,26.5,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyler Guidry,97717,ED,LA LAFAYET,12,0,0.0,100.0,20.8,4.7,4.7,0,0,0,0.0,207,58.3,64.7,84.0,56.4,70.4,84.7,0,10,0.0,0,0,0,91.7,3,15,72,2,3,3,0,18,18,1.3,6.0
Jalen Davis,97720,LB,MIDDLE TN,2,0,0.0,100.0,50.0,2.0,2.0,0,0,0,0.0,224,52.3,76.0,82.2,58.9,85.4,82.7,0,6,,0,0,0,91.7,1,2,4,0,0,1,0,6,6,3.0,6.0
Omar Speights,97723,LB,OREGON ST,12,3,3.0,85.7,74.3,12.6,10.8,0,0,2,9.5,265,68.8,59.9,12.0,61.1,53.7,68.6,1,22,20.0,5,2,2,70.2,18,237,319,13,17,21,0,118,91,0.5,6.6
Wesley Walker,97725,CB,GA TECH,2,1,11.3,66.7,90.9,5.0,3.3,0,0,0,0.0,176,47.8,48.0,74.0,60.0,60.0,37.2,0,19,33.3,1,0,0,99.3,2,10,11,0,1,3,0,30,22,3.0,15.0
Cory Gildersleeve Jr.,97727,LB,C MICHIGAN,3,0,,,92.3,,,0,0,0,,134,54.2,54.1,74.1,59.7,56.7,78.1,0,,,0,0,0,0.0,0,12,13,0,0,0,0,0,0,0.0,
Mohamed Kamara,97731,ED,COLO STATE,8,1,7.0,100.0,62.1,39.0,39.0,0,0,1,100.0,144,73.3,70.8,84.7,73.8,63.0,70.6,0,8,0.0,0,0,0,100.0,1,41,66,1,2,1,0,8,1,0.2,8.0
Tarique Barnes,97735,LB,ILLINOIS,5,1,0.5,100.0,100.0,7.0,7.0,0,0,0,0.0,187,52.0,42.0,73.4,,38.8,49.0,0,13,0.0,0,0,0,110.4,2,16,16,0,1,2,0,21,20,1.5,10.5
Kyle Kelly,97740,LB,OHIO,1,0,,,100.0,,,0,0,0,,259,60.0,60.5,62.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Chase Jones,97741,LB,WAKE,6,2,1.5,81.8,93.1,7.4,6.1,0,0,1,9.1,339,57.5,55.4,79.4,57.4,53.3,80.0,0,55,0.0,0,1,0,108.3,9,67,72,2,7,11,0,110,101,1.6,12.2
Case Hatch,97745,TE,ARIZONA ST,3,1,3.0,66.7,90.0,9.0,6.0,0,0,0,0.0,110,44.5,49.9,72.9,67.3,65.6,52.0,0,12,25.0,1,0,0,88.2,2,18,20,1,2,3,0,22,17,1.2,11.0
Tavian Brown,97747,LB,COLO STATE,3,0,,,71.4,,,0,0,0,,144,62.5,55.2,73.7,58.8,51.8,75.8,0,,,0,0,0,0.0,0,5,7,0,0,0,0,0,0,0.0,
Nelson Paul,97757,ED,SMU,12,0,15.2,100.0,20.9,6.2,6.2,0,0,0,0.0,287,36.5,55.5,10.7,64.5,66.0,57.5,0,35,66.7,2,0,2,158.3,5,32,153,2,1,5,2,102,26,3.3,20.4
Cian Quiroga,97760,LB,COLO STATE,3,0,,,22.2,,,0,0,0,,144,61.2,66.2,73.5,62.9,64.3,73.1,0,,,0,0,0,0.0,0,2,9,0,0,0,0,0,0,0.0,
Javon Solomon,97821,ED,TROY,3,0,,,13.3,,,0,0,0,,318,60.5,70.4,77.9,58.7,73.7,76.8,0,,,0,0,0,0.0,0,2,15,0,0,0,0,0,0,0.0,
Martin Emerson Jr.,97872,CB,MISS STATE,13,1,13.9,54.5,93.5,14.9,8.1,0,0,3,13.6,227,61.6,62.8,27.5,48.7,73.8,72.8,1,39,12.5,2,1,3,98.1,12,187,200,1,13,22,2,207,72,1.2,17.3
Kejuan Markham,97873,S,ARIZONA ST,6,1,4.0,75.0,95.1,12.7,9.5,0,0,1,25.0,110,65.1,67.6,79.1,66.7,66.3,47.5,0,29,20.0,1,1,0,113.5,3,39,41,1,3,4,0,47,35,1.2,15.7
Alex Angus,97879,LB,E CAROLINA,1,0,,,100.0,,,0,0,0,,156,61.0,61.5,64.9,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Jamal Morris,97881,S,OKLAHOMA,1,0,5.0,100.0,100.0,4.0,4.0,0,0,0,0.0,261,65.0,65.3,74.0,,60.0,74.8,0,5,0.0,0,0,0,87.5,1,5,5,1,1,1,0,5,0,1.3,5.0
Prince Wallace-Bemah,97882,LB,CHARLOTTE,3,0,3.8,75.0,86.1,10.0,7.5,0,0,0,0.0,136,65.3,67.4,77.0,85.7,53.5,84.0,0,10,50.0,1,0,0,83.3,3,31,36,3,1,4,0,18,15,0.6,6.0
Gavin Potter,97883,LB,KANSAS,10,2,6.8,79.2,79.8,12.8,10.1,0,0,0,0.0,198,38.2,30.0,54.8,86.2,27.9,28.9,0,51,18.8,3,0,1,114.9,19,257,322,7,11,24,0,278,142,1.1,14.6
Mario Nunez,97885,CB,KENT STATE,3,0,8.6,85.7,97.2,4.8,4.1,0,0,1,14.3,201,69.7,64.7,77.0,59.6,45.5,42.9,0,23,11.1,1,0,1,111.9,6,35,36,1,8,7,0,76,30,2.6,12.7
Jalen Jackson,97887,CB,MIDDLE TN,1,0,11.0,50.0,100.0,13.0,6.5,0,0,1,50.0,224,64.7,65.0,72.3,,60.0,,0,14,,0,1,0,72.9,1,14,14,0,0,2,0,14,8,1.1,14.0
Dominic Tatum,97888,CB,UTAH ST,4,0,5.5,50.0,100.0,6.7,3.3,0,0,0,0.0,329,59.1,52.3,75.8,,37.1,46.8,0,6,33.3,1,0,0,56.3,3,23,23,1,2,6,0,15,11,0.8,5.0
J'Coryan Anderson,97891,LB,MARSHALL,3,0,-1.7,100.0,71.4,3.3,3.3,0,0,0,0.0,214,39.9,49.8,74.6,62.9,63.1,74.3,0,35,,0,0,0,158.3,3,10,14,0,0,3,1,59,64,5.9,19.7
Tyler Nubin,97895,S,MINNESOTA,4,0,13.8,0.0,100.0,,4.8,0,0,2,50.0,225,85.5,84.6,74.8,,62.4,78.8,0,,0.0,0,2,0,39.6,0,20,20,0,1,4,0,0,0,0.0,
Solo Turner,97897,LB,BAYLOR,1,0,,,100.0,,,0,0,0,,118,60.8,62.9,72.5,,61.2,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Marcus LaFrance,97900,S,MIDDLE TN,2,0,4.0,100.0,95.2,9.8,9.8,0,0,0,0.0,224,67.3,61.5,0.0,58.0,55.7,59.5,0,64,25.0,1,0,1,158.3,4,40,42,2,3,4,1,69,53,1.8,17.3
Jaylon Sharpe,97906,LB,CHARLOTTE,10,1,5.0,100.0,85.5,22.0,22.0,1,0,0,0.0,136,64.1,63.8,0.0,49.0,73.1,68.9,0,13,25.0,1,0,2,100.0,2,47,55,0,2,2,0,16,6,0.4,8.0
Michael Jansey Jr.,97908,LB,NWESTERN,1,0,,,100.0,,,0,0,0,,256,60.0,45.9,66.1,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Zach Ranson,97911,LB,WAKE,2,0,,,75.0,,,0,0,0,,339,52.4,56.3,72.0,60.0,63.4,43.9,0,,50.0,1,0,0,0.0,0,3,4,0,1,0,0,0,0,0.0,
Nick Rattin,97916,LB,N ILLINOIS,9,0,5.5,73.3,91.5,16.9,12.4,0,0,1,6.7,254,81.0,67.5,39.1,57.0,56.1,45.2,1,40,30.8,4,1,1,65.4,11,194,212,2,9,15,0,108,77,0.6,9.8
Shammond Cooper,97918,LB,ILLINOIS,2,0,-4.5,100.0,100.0,4.5,4.5,0,0,0,0.0,187,71.1,66.6,73.7,,53.6,58.1,0,4,25.0,1,0,0,79.2,2,10,10,2,3,2,0,6,15,0.7,3.0
Jackson Mitchell,97924,LB,UCONN,7,2,2.8,81.8,79.6,16.9,13.8,0,0,1,9.1,146,50.6,52.1,40.5,66.0,53.2,71.5,0,53,33.3,2,1,1,118.8,9,160,201,2,2,11,0,148,117,1.0,16.4
Adetomiwa Adebawore,97934,ED,NWESTERN,7,0,,,3.8,,,0,0,0,,256,59.8,68.3,82.8,66.5,66.3,56.7,0,,50.0,1,0,0,0.0,0,4,105,2,1,0,0,0,0,0.0,
Jacob Lacey,97948,DI,NOTRE DAME,12,0,,,0.9,,,0,0,0,,258,59.2,62.8,82.4,64.8,60.4,79.7,0,,0.0,0,0,0,0.0,0,1,111,2,1,0,0,0,0,0.0,
Levelle Bailey,97956,LB,FRESNO ST,8,0,4.1,76.5,88.3,12.2,9.4,1,0,0,0.0,169,49.6,53.2,37.6,61.8,58.6,48.7,1,60,23.1,3,0,1,124.6,13,166,188,4,10,17,2,180,135,1.1,13.8
Sam Brooks Jr.,97957,LB,MIAMI FL,3,0,-0.2,80.0,82.4,6.5,5.2,0,0,0,0.0,220,39.3,58.0,0.0,62.7,77.6,72.8,0,17,50.0,1,0,1,84.2,4,28,34,2,1,5,0,21,26,0.8,5.3
Adrian Woliver,97961,ED,TOLEDO,6,0,,,2.0,,,0,0,0,,316,60.0,59.4,84.4,60.1,57.5,61.0,0,,,0,0,0,0.0,0,1,49,0,0,0,0,0,0,0.0,
Josh Pearcy,97966,ED,RICE,1,0,,,50.0,,,0,0,0,,275,60.0,61.4,64.7,60.0,60.2,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Tyrece Woods Jr.,97968,DI,BUFFALO,13,0,,,1.0,,,0,0,2,,126,67.0,69.3,80.6,59.2,67.5,77.7,0,,0.0,0,2,0,0.0,0,1,99,3,2,0,0,0,0,0.0,
Jalil Clemons,98119,ED,MEMPHIS,13,1,,,1.6,,,0,0,0,,218,62.9,70.5,83.5,61.1,72.9,71.0,0,,66.7,2,0,0,0.0,0,2,125,3,0,0,0,0,0,0.0,
Myles Farmer,98122,S,NEBRASKA,1,0,,,100.0,,,0,0,0,,238,62.0,62.6,65.9,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
JT Killen,98125,LB,COAST CAR,2,0,12.5,100.0,83.3,8.3,8.3,0,0,0,0.0,141,42.1,51.0,72.8,53.6,71.7,56.4,0,28,33.3,1,0,0,118.8,4,35,42,0,2,4,0,66,16,2.0,16.5
Derick Hall,98130,ED,AUBURN,11,0,,,3.1,,,0,0,0,,115,61.8,64.2,86.4,63.1,61.7,56.8,0,,0.0,0,0,0,0.0,0,3,97,1,1,0,0,0,0,0.0,
